@relation crop_recommend

@attribute location {Johor,Kedah,Kelantan,Melaka,'Negeri Sembilan',Pahang,Perak,Perlis,'Pulau Pinang',Sabah,Sarawak,Selangor,Terengganu,'Wilayah Persekutuan'}
@attribute soil {Clay,Loam,Sandy,Silty}
@attribute water numeric
@attribute fertilizerStock numeric
@attribute budget numeric
@attribute land numeric
@attribute npkBand numeric
@attribute crop {Tomato,Lettuce,Chili,Corn,Paddy,Papaya,Durian}

@data
Sarawak,Loam,169.8,16.9,8521.1,7.7,2,Corn
Kedah,Loam,293.7,12.5,14296.2,6.2,1,Paddy
Kelantan,Clay,229.9,20.3,8511.9,8.6,2,Paddy
Terengganu,Clay,118.2,30.2,21337.4,6.0,2,Durian
Selangor,Clay,189.5,30.8,9258.4,12.3,1,Corn
Kedah,Clay,281.9,14.0,11496.2,8.8,1,Paddy
Selangor,Clay,208.6,21.5,10219.4,11.6,1,Corn
Selangor,Clay,168.9,27.4,10793.2,11.1,1,Corn
Perlis,Sandy,107.4,15.9,10054.9,3.8,0,Chili
'Negeri Sembilan',Clay,187.2,19.8,10249.5,6.0,1,Tomato
Selangor,Loam,190.7,18.4,9332.6,7.4,1,Corn
Terengganu,Clay,134.7,18.6,21510.6,7.7,2,Durian
Perlis,Sandy,143.0,25.5,6936.3,3.9,0,Chili
'Negeri Sembilan',Silty,105.3,9.6,6377.5,2.4,1,Lettuce
Selangor,Sandy,121.6,25.8,11123.6,3.0,1,Chili
Pahang,Loam,187.4,19.0,8392.4,6.4,2,Papaya
Terengganu,Loam,136.0,28.3,17615.2,9.9,2,Durian
Pahang,Loam,126.8,23.8,17825.3,7.0,2,Durian
Kedah,Loam,201.0,25.7,9280.3,7.8,1,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Perlis,Clay,290.0,28.9,8265.8,10.0,0,Paddy
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Kedah,Clay,189.1,20.7,9757.8,11.0,1,Corn
Terengganu,Loam,283.7,13.0,14734.2,5.3,2,Paddy
Sarawak,Loam,113.3,9.9,6390.4,2.2,2,Lettuce
Perak,Clay,190.0,15.9,9205.5,10.7,2,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Sarawak,Loam,181.3,33.9,10523.1,9.7,2,Corn
Sarawak,Loam,190.3,34.4,9950.5,7.4,2,Corn
Sarawak,Loam,170.3,12.4,10113.2,3.2,2,Papaya
'Negeri Sembilan',Silty,70.5,13.9,9308.5,2.9,1,Lettuce
Sarawak,Loam,72.3,9.3,7195.3,1.5,2,Lettuce
'Negeri Sembilan',Silty,108.4,13.4,5026.1,1.7,1,Lettuce
Sarawak,Silty,72.0,13.7,3233.6,2.2,2,Lettuce
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Kedah,Clay,250.7,21.3,7413.4,7.2,1,Paddy
Kedah,Loam,201.4,23.4,10681.2,12.2,1,Corn
Pahang,Clay,136.9,26.3,14949.1,5.0,2,Durian
Sarawak,Clay,168.3,34.8,9677.3,9.1,2,Corn
Perak,Clay,242.3,28.8,7215.2,8.3,2,Paddy
Pahang,Loam,113.1,17.7,15202.7,9.1,2,Durian
Melaka,Loam,146.4,15.9,8813.0,5.9,1,Tomato
Kelantan,Clay,268.0,29.0,10560.4,4.8,2,Paddy
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Johor,Sandy,137.9,24.4,9006.0,2.9,2,Chili
Selangor,Clay,193.5,25.8,7891.6,5.4,1,Tomato
Sarawak,Silty,108.4,12.5,3957.5,1.7,2,Lettuce
Kelantan,Clay,137.9,25.4,21860.9,9.5,2,Durian
Perlis,Sandy,97.5,18.9,8320.2,5.7,0,Chili
Perlis,Sandy,172.7,25.3,12241.5,3.7,0,Chili
Selangor,Clay,158.1,25.1,10283.6,4.9,1,Tomato
Pahang,Loam,130.7,29.1,12612.3,6.1,2,Durian
Sarawak,Silty,81.8,6.6,4380.9,2.7,2,Lettuce
Perak,Clay,172.9,19.6,8354.8,4.9,2,Tomato
Johor,Loam,172.5,11.6,6747.3,3.2,2,Papaya
Selangor,Loam,190.8,18.0,9148.4,9.9,1,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Pahang,Loam,144.9,23.3,8856.9,4.9,2,Papaya
Perlis,Loam,257.2,27.9,7311.8,9.0,0,Paddy
Sarawak,Clay,166.3,27.3,8690.6,10.3,2,Corn
Johor,Loam,115.9,26.9,14671.4,5.5,2,Durian
Johor,Loam,168.5,16.2,10541.6,5.1,2,Papaya
Terengganu,Sandy,170.1,19.1,11815.5,3.2,2,Chili
Pahang,Loam,181.7,33.1,8579.3,9.1,2,Corn
Selangor,Sandy,145.7,18.0,6517.7,6.3,1,Chili
Kedah,Loam,295.4,13.0,12994.7,9.3,1,Paddy
Sarawak,Loam,181.1,21.1,10823.2,5.2,2,Papaya
Perak,Clay,166.1,19.8,8726.5,4.4,2,Tomato
'Pulau Pinang',Clay,178.3,15.9,10159.7,4.7,1,Tomato
Terengganu,Loam,124.6,27.6,14967.2,7.7,2,Durian
'Wilayah Persekutuan',Loam,119.1,5.9,7522.9,1.6,1,Lettuce
Melaka,Silty,106.2,15.8,9770.9,3.1,1,Lettuce
Terengganu,Clay,320.7,17.9,11074.8,5.9,2,Paddy
Pahang,Clay,185.5,24.8,10036.8,12.1,2,Corn
Sarawak,Loam,191.7,19.6,7740.5,6.2,2,Papaya
Selangor,Loam,81.1,13.6,3534.7,2.8,1,Lettuce
'Pulau Pinang',Clay,160.6,16.7,10050.6,5.6,1,Tomato
Selangor,Sandy,155.8,12.9,13696.4,4.2,1,Chili
Pahang,Loam,183.9,20.0,10690.5,5.1,2,Papaya
Kelantan,Clay,110.4,24.2,15282.8,6.2,2,Durian
Melaka,Loam,160.9,14.2,8459.5,5.1,1,Tomato
Kelantan,Loam,120.8,30.5,21144.6,9.0,2,Durian
Kedah,Clay,260.4,15.7,15848.0,7.4,1,Paddy
Pahang,Loam,195.2,21.3,8835.0,7.3,2,Corn
Terengganu,Sandy,167.6,15.9,8605.2,4.8,2,Chili
Terengganu,Sandy,122.0,25.8,9889.7,4.5,2,Chili
Kelantan,Sandy,172.1,11.0,11985.7,4.3,2,Chili
Terengganu,Clay,263.7,17.0,9926.2,6.2,2,Paddy
Kedah,Loam,174.3,17.0,8117.5,10.4,1,Corn
Kedah,Loam,255.0,13.9,10076.3,11.1,1,Paddy
Melaka,Loam,162.0,23.0,9977.0,4.0,1,Tomato
Terengganu,Sandy,185.8,11.3,13316.1,5.1,2,Chili
Selangor,Silty,100.0,8.0,5000.0,2.5,1,Lettuce
Perak,Loam,201.2,26.4,9863.0,10.4,2,Corn
Terengganu,Loam,287.8,13.8,11315.4,10.9,2,Paddy
Selangor,Loam,180.0,16.0,9000.0,5.0,1,Tomato
Kelantan,Loam,157.4,24.0,10153.7,6.4,2,Papaya
Perlis,Silty,115.7,9.2,9918.9,3.1,0,Lettuce
Perak,Clay,338.5,28.8,8187.8,10.9,2,Paddy
Selangor,Sandy,122.1,24.7,9420.8,3.0,1,Chili
Kelantan,Clay,284.5,21.2,13730.6,6.4,2,Paddy
Perak,Clay,166.7,28.0,8053.3,5.0,2,Tomato
Pahang,Clay,165.6,23.3,10727.1,11.2,2,Corn
Selangor,Loam,199.2,23.8,8764.9,9.3,1,Corn
Selangor,Silty,100.0,8.0,5000.0,2.5,1,Lettuce
Selangor,Loam,187.0,17.8,9101.0,9.4,1,Corn
Johor,Silty,95.9,11.8,6489.5,2.4,2,Lettuce
Selangor,Sandy,165.2,14.8,8027.4,5.8,1,Chili
Selangor,Loam,180.8,18.2,10645.7,4.8,1,Tomato
Kelantan,Loam,161.4,23.3,7914.3,5.3,2,Papaya
Johor,Loam,124.3,16.2,6793.3,3.7,2,Papaya
Perlis,Sandy,109.7,12.9,11235.6,5.0,0,Chili
Johor,Loam,122.0,23.5,17660.3,5.9,2,Durian
Kedah,Clay,170.9,23.3,9973.7,10.1,1,Corn
Pahang,Loam,135.9,24.1,14917.9,8.8,2,Durian
Johor,Sandy,139.2,12.6,11174.7,6.2,2,Chili
Kedah,Clay,269.6,18.7,10433.0,5.5,1,Paddy
Sarawak,Silty,118.7,15.0,8216.2,3.2,2,Lettuce
Sarawak,Loam,115.9,23.1,8626.7,4.5,2,Papaya
Terengganu,Loam,154.2,25.0,18973.7,6.6,2,Durian
Kelantan,Sandy,133.7,25.0,12905.6,4.4,2,Chili
Kelantan,Loam,176.2,16.9,9865.1,3.1,2,Papaya
Terengganu,Sandy,170.2,12.2,7581.9,5.8,2,Chili
Perak,Loam,148.4,20.6,10905.4,4.0,2,Tomato
Terengganu,Loam,167.8,19.7,6931.5,4.9,2,Papaya
Pahang,Clay,189.6,17.6,10983.5,11.6,2,Corn
Perak,Loam,305.6,18.7,15771.0,4.7,2,Paddy
Kelantan,Loam,105.1,8.4,5378.8,1.5,2,Lettuce
Sabah,Silty,73.3,8.0,7431.5,2.6,2,Lettuce
Melaka,Loam,195.4,22.3,8454.2,4.9,1,Tomato
Kedah,Loam,309.3,14.1,15099.1,6.7,1,Paddy
Johor,Sandy,151.7,14.2,10900.3,6.4,2,Chili
Kelantan,Loam,140.9,22.4,21711.7,8.8,2,Durian
Kedah,Clay,336.4,19.1,7440.6,6.4,1,Paddy
Sarawak,Clay,206.1,22.4,9448.8,10.2,2,Corn
Johor,Clay,131.2,27.6,15976.3,7.5,2,Durian
Kedah,Loam,207.5,28.4,10675.2,9.2,1,Corn
Selangor,Sandy,98.9,23.8,5731.0,6.3,1,Chili
Selangor,Clay,171.1,19.8,11315.3,5.9,1,Tomato
'Pulau Pinang',Loam,197.4,21.6,9377.6,4.9,1,Tomato
Kelantan,Loam,133.2,22.7,20743.3,7.4,2,Durian
Perak,Clay,288.7,27.1,14365.6,7.3,2,Paddy
'Negeri Sembilan',Clay,138.7,19.8,20931.4,9.3,1,Durian
Pahang,Loam,146.9,19.6,18990.6,8.8,2,Durian
'Negeri Sembilan',Loam,196.3,26.0,9020.5,4.9,1,Tomato
Sarawak,Loam,197.9,17.0,9096.7,12.2,2,Corn
'Negeri Sembilan',Clay,198.9,24.9,10942.8,6.0,1,Tomato
Perlis,Sandy,129.5,22.8,11114.7,6.3,0,Chili
Johor,Silty,107.3,7.4,5938.8,2.2,2,Lettuce
Selangor,Sandy,107.3,24.1,5591.7,4.1,1,Chili
'Negeri Sembilan',Clay,183.5,19.0,11424.6,5.1,1,Tomato
Kedah,Silty,81.7,10.9,5720.5,2.2,1,Lettuce
Selangor,Sandy,146.7,22.6,9568.6,2.6,1,Chili
Pahang,Loam,148.6,30.7,14768.5,8.6,2,Durian
Perlis,Loam,287.3,15.2,7341.7,4.4,0,Paddy
Perak,Clay,178.6,33.2,8741.3,7.7,2,Corn
Selangor,Loam,185.9,21.1,8567.3,5.3,1,Tomato
Sarawak,Silty,94.8,5.4,6516.0,2.7,2,Lettuce
Sarawak,Loam,176.9,18.8,10247.1,3.9,2,Papaya
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Selangor,Sandy,164.8,15.3,5399.0,4.7,1,Chili
Perlis,Clay,252.7,21.6,14121.1,9.9,0,Paddy
Terengganu,Clay,231.2,18.0,15769.6,7.3,2,Paddy
Sarawak,Loam,94.3,9.9,4912.2,3.0,2,Lettuce
Terengganu,Silty,93.0,12.6,5533.0,2.4,2,Lettuce
Perlis,Loam,338.0,15.0,14967.9,4.7,0,Paddy
Selangor,Silty,100.0,8.0,5000.0,2.5,1,Lettuce
Selangor,Sandy,116.4,13.7,5901.8,3.8,1,Chili
'Negeri Sembilan',Loam,148.5,26.2,11287.8,4.0,1,Tomato
Kedah,Clay,257.8,28.9,7241.4,10.8,1,Paddy
Perak,Clay,209.1,20.9,10004.6,12.7,2,Corn
Perlis,Loam,295.0,29.0,13414.7,9.7,0,Paddy
'Negeri Sembilan',Loam,204.6,14.8,10557.8,5.3,1,Tomato
Perlis,Sandy,173.6,18.2,5780.6,5.2,0,Chili
'Negeri Sembilan',Loam,159.8,21.4,8551.0,5.2,1,Tomato
Johor,Sandy,174.0,18.3,7737.1,3.1,2,Chili
Sabah,Loam,136.5,20.3,7988.6,4.1,2,Papaya
Johor,Loam,140.8,30.4,13833.5,5.8,2,Durian
Sabah,Loam,189.1,21.7,9026.3,5.7,2,Papaya
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Johor,Loam,156.6,18.7,9563.5,4.3,2,Papaya
Pahang,Loam,164.5,20.6,9010.9,5.4,2,Papaya
Perak,Clay,174.2,27.9,11227.8,12.0,2,Corn
'Wilayah Persekutuan',Silty,98.3,9.4,3993.1,2.8,1,Lettuce
Kelantan,Silty,84.8,13.7,6553.8,2.6,2,Lettuce
Perak,Loam,175.4,15.0,8896.0,4.0,2,Tomato
Selangor,Clay,183.4,24.8,10485.5,9.4,1,Corn
'Wilayah Persekutuan',Silty,71.8,5.8,7418.1,3.3,1,Lettuce
Perak,Loam,190.4,30.9,8771.9,6.7,2,Corn
Selangor,Sandy,130.5,21.2,13215.2,5.5,1,Chili
Sarawak,Loam,75.8,5.5,3260.5,3.5,2,Lettuce
Sabah,Loam,151.6,20.9,9640.6,3.2,2,Papaya
'Pulau Pinang',Loam,203.7,21.0,8003.0,5.4,1,Tomato
Kelantan,Sandy,188.3,17.6,13422.4,2.5,2,Chili
Perlis,Sandy,177.9,21.8,5560.5,3.1,0,Chili
Kelantan,Silty,116.1,5.7,8822.4,1.7,2,Lettuce
Pahang,Loam,175.9,17.9,8997.5,6.3,2,Papaya
Kedah,Loam,198.3,23.0,8820.2,7.9,1,Corn
Pahang,Clay,169.8,17.0,8777.0,11.4,2,Corn
Selangor,Loam,178.5,27.1,10433.5,9.6,1,Corn
Selangor,Loam,180.0,16.0,9000.0,5.0,1,Tomato
Selangor,Loam,172.9,16.8,8975.6,5.3,1,Tomato
Pahang,Loam,172.9,13.1,10787.7,6.0,2,Papaya
Kelantan,Loam,116.4,27.1,19791.2,8.1,2,Durian
Terengganu,Clay,117.5,29.0,21262.3,8.0,2,Durian
Pahang,Clay,129.0,27.6,16345.3,9.5,2,Durian
'Pulau Pinang',Clay,169.0,15.2,10250.5,5.9,1,Tomato
Selangor,Sandy,183.8,21.4,9643.2,3.0,1,Chili
Johor,Sandy,130.6,10.5,13377.4,5.9,2,Chili
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Kedah,Clay,235.0,22.0,11968.5,10.9,1,Paddy
Kedah,Loam,112.3,9.0,8338.2,2.6,1,Lettuce
Pahang,Loam,125.5,22.0,18703.6,8.6,2,Durian
Kedah,Loam,175.3,33.0,10423.0,10.2,1,Corn
'Negeri Sembilan',Loam,111.5,27.4,17400.2,6.2,1,Durian
Sarawak,Silty,71.3,15.2,8806.2,2.0,2,Lettuce
Perlis,Clay,318.0,14.3,10810.4,11.9,0,Paddy
Terengganu,Clay,334.6,16.3,9200.3,11.4,2,Paddy
Pahang,Loam,144.7,26.0,21962.1,5.5,2,Durian
Perlis,Silty,71.4,11.9,8595.2,2.9,0,Lettuce
Pahang,Loam,193.0,12.5,8804.0,5.2,2,Papaya
Kedah,Clay,240.4,26.8,7673.5,8.5,1,Paddy
Kelantan,Loam,131.0,13.7,8711.1,3.5,2,Papaya
'Negeri Sembilan',Clay,164.6,19.8,8850.0,5.9,1,Tomato
Terengganu,Sandy,144.0,25.8,9887.3,3.5,2,Chili
Selangor,Clay,182.3,29.8,10766.7,11.0,1,Corn
Kedah,Clay,270.2,21.9,11418.5,4.4,1,Paddy
Pahang,Loam,153.8,21.4,13687.9,7.2,2,Durian
Johor,Loam,115.4,18.4,8778.3,6.3,2,Papaya
Kedah,Clay,292.5,12.2,8941.7,11.4,1,Paddy
'Pulau Pinang',Loam,174.3,17.1,9442.6,4.7,1,Tomato
Johor,Sandy,181.8,12.8,12940.2,3.2,2,Chili
Kedah,Loam,117.4,12.1,4077.8,3.4,1,Lettuce
Kedah,Loam,78.3,8.3,3202.6,2.1,1,Lettuce
Kedah,Loam,168.7,31.9,10257.2,8.7,1,Corn
Terengganu,Sandy,113.6,25.3,7470.1,5.0,2,Chili
Sarawak,Loam,196.7,19.1,10633.1,11.8,2,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Selangor,Loam,202.9,14.6,7602.7,4.5,1,Tomato
Johor,Loam,115.4,20.4,19939.5,9.7,2,Durian
Terengganu,Clay,276.3,29.3,11271.2,8.4,2,Paddy
Sabah,Loam,187.9,19.9,9308.6,5.6,2,Papaya
Perak,Clay,204.4,15.6,8919.9,12.1,2,Corn
Kedah,Loam,169.2,22.6,9934.5,6.9,1,Corn
'Negeri Sembilan',Loam,145.2,24.6,10048.5,4.4,1,Tomato
Kelantan,Silty,92.1,8.8,7113.0,2.8,2,Lettuce
Pahang,Loam,116.1,18.1,16825.8,7.3,2,Durian
Terengganu,Clay,335.9,16.3,9348.9,6.5,2,Paddy
Terengganu,Sandy,122.3,19.2,9888.7,6.1,2,Chili
Sarawak,Silty,78.5,5.9,9095.9,2.7,2,Lettuce
Kelantan,Loam,255.4,23.8,12148.2,7.8,2,Paddy
Perlis,Clay,232.8,16.6,7972.3,4.0,0,Paddy
Selangor,Sandy,185.1,11.8,5170.4,3.8,1,Chili
Selangor,Loam,170.2,21.8,9591.1,6.0,1,Tomato
Perlis,Clay,322.3,26.4,10193.2,10.7,0,Paddy
Terengganu,Sandy,146.0,23.6,8878.3,6.0,2,Chili
Melaka,Loam,185.0,18.3,9739.5,5.9,1,Tomato
Pahang,Loam,173.8,19.6,9994.3,8.1,2,Corn
Sabah,Loam,121.0,16.9,7356.3,6.4,2,Papaya
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Perak,Loam,186.1,25.6,10604.0,4.3,2,Tomato
Sarawak,Loam,116.4,10.1,9721.3,3.6,2,Papaya
Sarawak,Loam,73.3,6.0,7748.7,2.1,2,Lettuce
Selangor,Loam,100.2,5.3,4602.5,2.8,1,Lettuce
Selangor,Loam,191.7,25.9,10386.0,10.1,1,Corn
Kedah,Clay,195.2,24.8,11380.7,8.5,1,Corn
Terengganu,Sandy,160.6,20.2,13465.7,4.0,2,Chili
Kelantan,Sandy,166.8,14.6,7568.7,2.7,2,Chili
Melaka,Clay,146.5,24.0,8828.7,6.0,1,Tomato
'Negeri Sembilan',Clay,164.2,21.1,8053.5,4.4,1,Tomato
Perak,Loam,165.7,26.1,10044.1,11.2,2,Corn
Kelantan,Loam,121.0,23.5,9728.4,3.2,2,Papaya
Sabah,Loam,157.7,11.9,8076.8,5.8,2,Papaya
Terengganu,Loam,179.2,16.2,6410.5,6.1,2,Papaya
Johor,Loam,120.6,24.2,12643.1,9.0,2,Durian
Sabah,Loam,155.0,22.1,8032.0,3.9,2,Papaya
'Pulau Pinang',Loam,171.1,24.0,11361.9,4.4,1,Tomato
Kelantan,Clay,135.9,21.0,16367.8,5.5,2,Durian
Perlis,Loam,313.9,28.1,13067.1,4.9,0,Paddy
Johor,Silty,88.5,9.9,9653.9,3.2,2,Lettuce
Perlis,Clay,226.5,14.5,7102.2,8.0,0,Paddy
Kelantan,Loam,115.9,27.5,20361.5,9.5,2,Durian
Terengganu,Loam,127.9,29.1,13070.3,9.1,2,Durian
Sabah,Silty,92.4,15.2,6951.4,2.8,2,Lettuce
Kedah,Clay,236.3,27.6,8209.5,11.8,1,Paddy
Kedah,Clay,167.4,23.7,10935.4,8.7,1,Corn
Kelantan,Loam,137.8,11.0,7128.8,4.6,2,Papaya
Melaka,Loam,186.8,17.5,10237.0,5.7,1,Tomato
Pahang,Loam,121.6,13.9,10166.9,6.1,2,Papaya
Pahang,Loam,114.1,16.3,14563.3,7.1,2,Durian
Kelantan,Silty,87.1,13.4,4344.0,3.5,2,Lettuce
Johor,Sandy,119.3,23.4,9939.2,5.4,2,Chili
Kelantan,Clay,284.9,23.2,12260.4,4.1,2,Paddy
Pahang,Loam,132.1,22.1,13945.4,9.8,2,Durian
Perlis,Sandy,127.2,13.0,11228.6,4.0,0,Chili
Terengganu,Silty,88.9,15.3,9087.2,3.5,2,Lettuce
'Negeri Sembilan',Silty,118.9,12.2,4921.4,2.6,1,Lettuce
Pahang,Loam,182.8,31.3,10610.3,10.3,2,Corn
Perak,Clay,172.2,33.7,8959.1,10.8,2,Corn
Perak,Clay,154.3,17.5,11374.8,5.2,2,Tomato
'Negeri Sembilan',Loam,196.0,25.3,7922.2,6.1,1,Tomato
Perlis,Silty,81.9,11.3,7023.7,3.5,0,Lettuce
Perak,Clay,232.5,24.8,10630.5,10.2,2,Paddy
Terengganu,Loam,127.8,20.6,21703.9,7.9,2,Durian
Perak,Clay,324.7,20.5,14934.9,7.8,2,Paddy
Perlis,Clay,247.8,19.2,13176.6,11.5,0,Paddy
Kedah,Loam,275.6,16.7,14533.7,8.5,1,Paddy
Kelantan,Sandy,186.2,10.4,6674.4,4.6,2,Chili
Terengganu,Loam,174.9,22.6,7850.5,4.3,2,Papaya
Perak,Loam,180.9,20.3,7947.5,4.7,2,Tomato
Kelantan,Loam,152.2,25.2,19802.4,6.8,2,Durian
Kelantan,Clay,119.5,19.1,20417.0,5.1,2,Durian
Terengganu,Silty,114.8,9.9,8668.7,2.8,2,Lettuce
Perlis,Sandy,177.1,16.7,13664.2,6.1,0,Chili
Selangor,Loam,180.0,16.0,9000.0,5.0,1,Tomato
Selangor,Sandy,139.3,24.1,9476.3,2.9,1,Chili
Kelantan,Silty,83.8,13.7,5904.6,3.4,2,Lettuce
Kelantan,Loam,240.8,15.6,14961.9,8.2,2,Paddy
Selangor,Loam,154.2,15.4,10221.9,5.2,1,Tomato
Johor,Loam,126.0,12.8,8164.1,4.9,2,Papaya
Perlis,Sandy,144.9,22.3,12410.1,2.8,0,Chili
Perak,Loam,203.1,26.9,10894.8,4.2,2,Tomato
Selangor,Loam,189.5,16.7,8058.2,4.0,1,Tomato
Kedah,Loam,206.8,21.3,11365.1,10.3,1,Corn
Selangor,Clay,203.7,27.2,9498.6,10.5,1,Corn
Perak,Clay,187.0,26.5,8940.5,9.2,2,Corn
Sarawak,Loam,195.7,28.2,9887.6,10.7,2,Corn
Kelantan,Sandy,158.1,11.4,13771.9,2.8,2,Chili
Pahang,Loam,129.4,24.0,20810.8,8.5,2,Durian
Kedah,Loam,201.2,26.8,10350.1,7.9,1,Corn
'Pulau Pinang',Silty,79.7,13.5,5457.7,3.4,1,Lettuce
Perak,Loam,306.0,19.8,12882.7,8.9,2,Paddy
Terengganu,Clay,272.7,14.7,12291.4,10.1,2,Paddy
Perlis,Sandy,142.8,16.7,6458.5,3.3,0,Chili
Sarawak,Loam,162.5,10.7,6718.9,5.9,2,Papaya
Terengganu,Sandy,153.0,13.1,7218.7,4.7,2,Chili
Pahang,Clay,208.1,19.6,9417.7,7.7,2,Corn
Johor,Loam,132.8,19.0,8135.7,3.7,2,Papaya
Selangor,Clay,201.2,21.6,9171.6,11.8,1,Corn
Selangor,Clay,175.8,19.5,11001.4,7.4,1,Corn
Kelantan,Sandy,184.4,25.7,11940.6,5.3,2,Chili
Pahang,Loam,112.3,23.4,18540.8,9.0,2,Durian
Terengganu,Sandy,159.0,25.7,10253.3,5.7,2,Chili
Selangor,Clay,188.8,22.2,11210.4,7.2,1,Corn
Perak,Clay,172.6,24.1,10598.8,11.5,2,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Perak,Loam,250.7,22.6,8578.2,6.5,2,Paddy
'Negeri Sembilan',Silty,100.4,8.9,7456.3,2.7,1,Lettuce
'Negeri Sembilan',Loam,138.3,16.8,21405.5,7.6,1,Durian
Johor,Sandy,189.7,16.4,9458.5,6.2,2,Chili
Perlis,Clay,314.7,22.5,8398.7,5.3,0,Paddy
Sarawak,Clay,175.3,26.1,9314.0,7.7,2,Corn
Kedah,Clay,248.8,23.5,15793.5,7.8,1,Paddy
'Wilayah Persekutuan',Silty,76.6,8.9,8519.0,2.7,1,Lettuce
Sarawak,Silty,103.6,11.4,8756.9,3.4,2,Lettuce
Melaka,Clay,152.2,21.0,10548.8,4.2,1,Tomato
Perak,Clay,180.7,17.0,10527.0,9.4,2,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Johor,Loam,135.8,22.5,8790.5,5.2,2,Papaya
Kedah,Loam,169.5,30.7,9608.5,7.3,1,Corn
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Kedah,Clay,166.4,23.2,10691.4,11.5,1,Corn
Kelantan,Clay,321.3,16.7,14477.8,4.7,2,Paddy
Johor,Loam,182.5,14.6,9883.6,5.0,2,Papaya
Selangor,Loam,162.8,18.4,8709.1,5.5,1,Tomato
Terengganu,Clay,125.6,31.5,14649.8,9.8,2,Durian
Johor,Loam,127.9,17.8,21399.5,7.4,2,Durian
'Negeri Sembilan',Loam,135.0,19.4,15481.8,6.1,1,Durian
Terengganu,Loam,121.3,24.4,16082.3,7.4,2,Durian
Terengganu,Loam,113.8,33.7,16203.5,6.1,2,Durian
'Wilayah Persekutuan',Silty,119.4,10.9,8589.6,1.7,1,Lettuce
Sabah,Loam,163.9,20.9,9134.5,6.0,2,Papaya
Terengganu,Loam,256.0,19.5,12810.0,5.5,2,Paddy
Kelantan,Sandy,167.1,17.5,10538.1,6.1,2,Chili
Johor,Loam,150.0,14.0,8000.0,4.0,2,Papaya
Kelantan,Loam,143.2,16.6,16877.9,8.9,2,Durian
'Pulau Pinang',Silty,86.5,6.3,5475.2,2.8,1,Lettuce
Perak,Loam,106.5,8.4,5187.7,2.0,2,Lettuce
Sarawak,Loam,206.3,25.8,10246.3,6.9,2,Corn
Kelantan,Loam,240.7,14.8,15538.2,10.3,2,Paddy
Pahang,Silty,103.5,14.1,8171.4,2.9,2,Lettuce
Terengganu,Loam,111.8,30.9,17281.6,5.6,2,Durian
'Pulau Pinang',Clay,171.9,13.3,8676.9,4.8,1,Tomato
Melaka,Loam,161.7,19.8,10501.9,5.2,1,Tomato
Kedah,Clay,316.4,29.8,14037.2,6.9,1,Paddy
Terengganu,Silty,73.8,15.5,7395.6,2.4,2,Lettuce
Perak,Clay,182.6,17.1,7809.9,4.5,2,Tomato
Johor,Sandy,121.7,19.6,12585.6,5.2,2,Chili
Johor,Loam,143.2,23.4,16094.4,6.3,2,Durian
Johor,Clay,134.8,26.6,14197.8,7.8,2,Durian
Selangor,Loam,169.2,27.1,9778.7,5.2,1,Tomato
Perlis,Loam,307.4,28.5,14598.6,6.6,0,Paddy
Selangor,Sandy,120.3,11.3,8820.5,4.2,1,Chili
Sarawak,Loam,154.5,23.3,9941.7,3.1,2,Papaya
'Pulau Pinang',Loam,157.0,26.8,8898.6,5.8,1,Tomato
Pahang,Loam,119.3,33.2,15931.9,7.3,2,Durian
Sarawak,Clay,177.4,26.1,10070.8,11.3,2,Corn
Selangor,Loam,179.7,20.6,10750.5,8.9,1,Corn
Johor,Loam,111.6,20.5,12502.7,5.8,2,Durian
Perak,Clay,338.0,14.7,15543.3,7.6,2,Paddy
Pahang,Loam,173.0,25.7,9850.9,11.2,2,Corn
Selangor,Loam,197.6,16.9,9822.4,6.2,1,Tomato
Pahang,Loam,144.1,16.3,6667.7,5.2,2,Papaya
Perak,Loam,206.4,27.3,9548.3,7.9,2,Corn
Melaka,Loam,148.9,19.1,9670.4,4.8,1,Tomato
Kelantan,Loam,320.0,22.3,8074.6,9.4,2,Paddy
Sabah,Loam,156.8,10.4,6897.6,5.3,2,Papaya
'Pulau Pinang',Silty,110.3,5.8,9032.4,1.6,1,Lettuce
'Negeri Sembilan',Loam,184.3,18.9,11158.2,4.9,1,Tomato
'Pulau Pinang',Loam,172.3,26.3,9802.7,5.5,1,Tomato
Terengganu,Loam,112.5,20.9,14210.4,9.8,2,Durian
