@relation fertilizer_plan

@attribute location {Johor,Kedah,Kelantan,Melaka,'Negeri Sembilan',Pahang,Perak,Perlis,'Pulau Pinang',Sabah,Sarawak,Selangor,Terengganu,'Wilayah Persekutuan'}
@attribute soil {Clay,Loam,Sandy,Silty}
@attribute crop {Tomato,Lettuce,Chili,Corn,Paddy,Papaya,Durian}
@attribute water numeric
@attribute fertilizerStock numeric
@attribute plan {Low,Medium,High}

@data
Perak,Clay,Papaya,145.7,29.9,Low
Perak,Clay,Papaya,292.2,14.7,Medium
Perak,Clay,Durian,146.2,23.8,Medium
Perak,Clay,Durian,273.6,3.2,High
Perak,Clay,Durian,323.2,5.0,High
Perak,Loam,Tomato,174.5,26.9,Low
Perak,Loam,Tomato,99.2,19.9,Medium
Perak,Loam,Tomato,136.8,33.3,Low
Perak,Loam,Lettuce,116.6,27.5,Low
Perak,Loam,Lettuce,131.7,33.8,Low
Perak,Loam,Lettuce,66.6,18.8,Medium
Perak,Loam,Chili,167.1,23.6,Medium
Perak,Loam,Chili,266.9,32.5,Low
Perak,Loam,Chili,232.9,19.3,Medium
Perak,Loam,Corn,136.7,5.8,High
Perak,Loam,Corn,104.9,29.7,Low
Perak,Loam,Corn,323.6,24.9,Medium
Perak,Loam,Paddy,326.6,38.0,Low
Perak,Loam,Paddy,278.7,17.4,Medium
Perak,Loam,Paddy,328.7,29.1,Low
Perak,Loam,Papaya,130.0,39.5,Low
Perak,Loam,Papaya,224.1,5.2,Medium
Perak,Loam,Papaya,75.7,15.7,Medium
Perak,Loam,Durian,210.6,19.2,Medium
Perak,Loam,Durian,139.6,20.5,Medium
Perak,Loam,Durian,306.6,5.7,High
Perak,Sandy,Tomato,333.6,30.1,Medium
Perak,Sandy,Tomato,290.8,35.3,Medium
Perak,Sandy,Tomato,225.1,24.2,High
Perak,Sandy,Lettuce,217.3,19.2,Medium
Perak,Sandy,Lettuce,151.8,23.2,Medium
Perak,Sandy,Lettuce,245.0,23.6,Medium
Perak,Sandy,Chili,288.8,28.5,Medium
Perak,Sandy,Chili,99.3,31.5,Medium
Perak,Sandy,Chili,303.8,28.9,Medium
Perak,Sandy,Corn,266.9,38.4,Medium
Perak,Sandy,Corn,161.1,31.6,Medium
Perak,Sandy,Corn,269.2,10.9,High
Perak,Sandy,Paddy,150.0,11.4,High
Perak,Sandy,Paddy,161.4,10.4,High
Perak,Sandy,Paddy,332.0,12.6,High
Perak,Sandy,Papaya,229.0,37.5,Low
Perak,Sandy,Papaya,99.3,26.8,Medium
Perak,Sandy,Papaya,179.7,32.8,Low
Perak,Sandy,Durian,283.5,33.8,Medium
Perak,Sandy,Durian,76.9,39.6,High
Perak,Sandy,Durian,164.6,23.9,High
Perak,Silty,Tomato,338.8,38.5,Low
Perak,Silty,Tomato,304.5,15.1,Medium
Perak,Silty,Tomato,210.9,13.5,Medium
Perak,Silty,Lettuce,153.5,5.5,Medium
Perak,Silty,Lettuce,81.2,6.4,High
Perak,Silty,Lettuce,216.3,7.2,Medium
Perak,Silty,Chili,104.3,22.0,Medium
Perak,Silty,Chili,298.4,24.2,Medium
Perak,Silty,Chili,191.2,27.1,Low
Perak,Silty,Corn,113.4,5.7,High
Perak,Silty,Corn,251.5,33.3,Low
Perak,Silty,Corn,190.4,35.9,Low
Perak,Silty,Paddy,338.4,8.6,Medium
Perak,Silty,Paddy,152.5,9.7,High
Perak,Silty,Paddy,221.1,19.8,Medium
Perak,Silty,Papaya,278.7,30.4,Low
Perak,Silty,Papaya,325.6,35.9,Low
Perak,Silty,Papaya,172.4,13.9,Medium
Perak,Silty,Durian,234.6,17.4,Medium
Perak,Silty,Durian,62.4,14.9,High
Perak,Silty,Durian,102.1,34.7,Medium
Perlis,Clay,Tomato,223.6,31.4,Low
Perlis,Clay,Tomato,209.1,27.2,Low
Perlis,Clay,Tomato,116.1,33.4,Low
Perlis,Clay,Lettuce,319.1,36.1,Low
Perlis,Clay,Lettuce,260.2,24.3,Low
Perlis,Clay,Lettuce,112.9,8.5,Medium
Perlis,Clay,Chili,146.4,6.7,High
Perlis,Clay,Chili,209.4,37.9,Low
Perlis,Clay,Chili,71.0,7.7,High
Perlis,Clay,Corn,157.6,5.6,High
Perlis,Clay,Corn,303.8,37.4,Low
Perlis,Clay,Corn,244.3,10.5,Medium
Perlis,Clay,Paddy,105.7,39.7,Medium
Perlis,Clay,Paddy,125.2,37.0,Low
Perlis,Clay,Paddy,276.3,4.0,High
Perlis,Clay,Papaya,305.7,37.9,Low
Perlis,Clay,Papaya,94.5,38.1,Low
Perlis,Clay,Papaya,67.1,35.1,Low
Perlis,Clay,Durian,299.2,10.7,High
Perlis,Clay,Durian,73.8,19.2,High
Perlis,Clay,Durian,115.6,31.5,Low
Perlis,Loam,Tomato,225.3,7.6,High
Perlis,Loam,Tomato,331.4,21.7,Medium
Perlis,Loam,Tomato,221.9,22.1,Medium
Perlis,Loam,Lettuce,105.6,10.8,Medium
Perlis,Loam,Lettuce,323.4,30.4,Low
Perlis,Loam,Lettuce,160.3,39.8,Low
Perlis,Loam,Chili,176.2,10.8,Medium
Perlis,Loam,Chili,85.4,21.8,Medium
Perlis,Loam,Chili,193.8,21.8,Medium
Perlis,Loam,Corn,324.6,3.6,High
Perlis,Loam,Corn,166.4,18.5,Medium
Perlis,Loam,Corn,329.2,6.7,High
Perlis,Loam,Paddy,160.9,14.5,High
Perlis,Loam,Paddy,78.3,38.0,Medium
Perlis,Loam,Paddy,242.6,11.5,Medium
Perlis,Loam,Papaya,256.3,27.1,Low
Perlis,Loam,Papaya,286.8,35.4,Low
Perlis,Loam,Papaya,64.4,38.7,Low
Perlis,Loam,Durian,264.3,36.2,Low
Perlis,Loam,Durian,72.7,34.4,Medium
Perlis,Loam,Durian,109.7,3.3,High
Perlis,Sandy,Tomato,205.2,8.2,High
Perlis,Sandy,Tomato,191.5,4.4,High
Perlis,Sandy,Tomato,226.9,10.8,High
Perlis,Sandy,Lettuce,267.2,13.8,High
Perlis,Sandy,Lettuce,232.9,33.5,Low
Perlis,Sandy,Lettuce,177.4,9.5,High
Perlis,Sandy,Chili,205.2,8.6,High
Perlis,Sandy,Chili,286.6,27.7,Medium
Perlis,Sandy,Chili,162.2,37.2,Medium
Perlis,Sandy,Corn,280.2,4.1,High
Perlis,Sandy,Corn,117.1,17.9,High
Perlis,Sandy,Corn,164.5,34.1,Medium
Perlis,Sandy,Paddy,234.1,4.1,High
Perlis,Sandy,Paddy,67.2,4.1,High
Perlis,Sandy,Paddy,191.7,30.2,Medium
Perlis,Sandy,Papaya,100.4,18.1,High
Perlis,Sandy,Papaya,211.1,31.2,Low
Perlis,Sandy,Papaya,262.3,9.3,High
Perlis,Sandy,Durian,88.0,15.9,High
Perlis,Sandy,Durian,122.4,18.5,High
Perlis,Sandy,Durian,78.6,38.8,High
Perlis,Silty,Tomato,190.0,18.4,Medium
Perlis,Silty,Tomato,311.5,19.3,Medium
Perlis,Silty,Tomato,299.9,32.9,Low
Perlis,Silty,Lettuce,60.2,20.6,Medium
Perlis,Silty,Lettuce,311.9,12.5,Medium
Perlis,Silty,Lettuce,150.4,23.0,Low
Perlis,Silty,Chili,327.9,27.7,Low
Perlis,Silty,Chili,87.0,21.2,Medium
Perlis,Silty,Chili,292.7,24.1,Medium
Perlis,Silty,Corn,95.2,22.0,Medium
Perlis,Silty,Corn,285.5,8.3,Medium
Perlis,Silty,Corn,244.6,30.5,Low
Perlis,Silty,Paddy,260.8,13.4,Medium
Perlis,Silty,Paddy,232.2,12.2,Medium
Perlis,Silty,Paddy,130.2,30.0,Low
Perlis,Silty,Papaya,144.3,29.3,Low
Perlis,Silty,Papaya,189.4,24.9,Low
Perlis,Silty,Papaya,204.7,39.5,Low
Perlis,Silty,Durian,134.7,36.3,Low
Perlis,Silty,Durian,151.8,16.9,Medium
Perlis,Silty,Durian,100.7,30.2,Medium
'Pulau Pinang',Clay,Tomato,298.2,30.7,Low
'Pulau Pinang',Clay,Tomato,283.9,26.4,Low
'Pulau Pinang',Clay,Tomato,282.4,39.2,Low
'Pulau Pinang',Clay,Lettuce,64.0,26.5,Low
'Pulau Pinang',Clay,Lettuce,293.9,11.8,Medium
'Pulau Pinang',Clay,Lettuce,171.1,3.4,Medium
'Pulau Pinang',Clay,Chili,194.6,34.7,Low
'Pulau Pinang',Clay,Chili,112.6,35.2,Low
'Pulau Pinang',Clay,Chili,331.8,18.0,Medium
'Pulau Pinang',Clay,Corn,338.0,19.8,Medium
'Pulau Pinang',Clay,Corn,133.6,19.3,Medium
'Pulau Pinang',Clay,Corn,268.6,27.3,Low
'Pulau Pinang',Clay,Paddy,204.1,15.5,Medium
'Pulau Pinang',Clay,Paddy,339.1,9.9,Medium
'Pulau Pinang',Clay,Paddy,155.5,35.3,Low
'Pulau Pinang',Clay,Papaya,276.2,19.9,Low
'Pulau Pinang',Clay,Papaya,87.0,34.7,Low
'Pulau Pinang',Clay,Papaya,273.7,12.7,Medium
'Pulau Pinang',Clay,Durian,278.9,18.8,Medium
'Pulau Pinang',Clay,Durian,67.1,23.1,High
'Pulau Pinang',Clay,Durian,86.5,39.1,Medium
'Pulau Pinang',Loam,Tomato,292.4,7.5,High
'Pulau Pinang',Loam,Tomato,259.6,7.7,High
'Pulau Pinang',Loam,Tomato,157.3,19.7,Medium
'Pulau Pinang',Loam,Lettuce,214.9,37.8,Low
'Pulau Pinang',Loam,Lettuce,330.6,39.0,Low
'Pulau Pinang',Loam,Lettuce,111.1,33.3,Low
'Pulau Pinang',Loam,Chili,308.0,21.9,Medium
'Pulau Pinang',Loam,Chili,99.7,28.2,Low
'Pulau Pinang',Loam,Chili,277.3,10.4,Medium
'Pulau Pinang',Loam,Corn,268.5,22.4,Medium
'Pulau Pinang',Loam,Corn,278.4,23.8,Medium
'Pulau Pinang',Loam,Corn,208.6,4.7,High
'Pulau Pinang',Loam,Paddy,209.3,23.0,Medium
'Pulau Pinang',Loam,Paddy,254.2,39.9,Low
'Pulau Pinang',Loam,Paddy,106.7,8.9,High
'Pulau Pinang',Loam,Papaya,250.5,26.5,Low
'Pulau Pinang',Loam,Papaya,300.5,11.4,Medium
'Pulau Pinang',Loam,Papaya,320.6,29.5,Low
'Pulau Pinang',Loam,Durian,211.4,38.3,Low
'Pulau Pinang',Loam,Durian,178.7,10.5,High
'Pulau Pinang',Loam,Durian,73.7,38.9,Medium
'Pulau Pinang',Sandy,Tomato,172.2,17.4,High
'Pulau Pinang',Sandy,Tomato,206.1,18.6,High
'Pulau Pinang',Sandy,Tomato,193.4,14.9,High
'Pulau Pinang',Sandy,Lettuce,262.0,14.1,High
'Pulau Pinang',Sandy,Lettuce,81.0,29.2,Medium
'Pulau Pinang',Sandy,Lettuce,247.1,10.7,High
'Pulau Pinang',Sandy,Chili,265.4,25.0,Medium
'Pulau Pinang',Sandy,Chili,78.7,30.9,Medium
'Pulau Pinang',Sandy,Chili,99.3,20.8,High
'Pulau Pinang',Sandy,Corn,104.9,39.0,Medium
'Pulau Pinang',Sandy,Corn,333.4,39.2,Medium
'Pulau Pinang',Sandy,Corn,169.5,8.9,High
'Pulau Pinang',Sandy,Paddy,177.3,24.9,High
'Pulau Pinang',Sandy,Paddy,129.6,16.0,High
'Pulau Pinang',Sandy,Paddy,123.4,38.1,Medium
'Pulau Pinang',Sandy,Papaya,99.3,17.9,High
'Pulau Pinang',Sandy,Papaya,263.3,24.7,Medium
'Pulau Pinang',Sandy,Papaya,248.2,10.6,High
'Pulau Pinang',Sandy,Durian,99.9,13.2,High
'Pulau Pinang',Sandy,Durian,151.7,26.6,Medium
'Pulau Pinang',Sandy,Durian,205.8,22.4,High
'Pulau Pinang',Silty,Tomato,276.1,25.1,Low
'Pulau Pinang',Silty,Tomato,125.0,19.2,Medium
'Pulau Pinang',Silty,Tomato,290.2,23.0,Medium
'Pulau Pinang',Silty,Lettuce,230.8,8.7,Medium
'Pulau Pinang',Silty,Lettuce,306.5,30.9,Low
'Pulau Pinang',Silty,Lettuce,261.6,35.4,Low
'Pulau Pinang',Silty,Chili,325.9,4.5,High
'Pulau Pinang',Silty,Chili,294.6,12.5,Medium
'Pulau Pinang',Silty,Chili,235.5,18.8,Medium
'Pulau Pinang',Silty,Corn,107.2,29.3,Low
'Pulau Pinang',Silty,Corn,302.3,21.0,Medium
'Pulau Pinang',Silty,Corn,141.5,22.3,Medium
'Pulau Pinang',Silty,Paddy,84.8,30.1,Medium
'Pulau Pinang',Silty,Paddy,328.7,35.0,Low
'Pulau Pinang',Silty,Paddy,127.6,34.4,Low
'Pulau Pinang',Silty,Papaya,198.5,29.0,Low
'Pulau Pinang',Silty,Papaya,181.1,5.1,Medium
'Pulau Pinang',Silty,Papaya,89.5,31.5,Low
'Pulau Pinang',Silty,Durian,295.9,30.1,Low
'Pulau Pinang',Silty,Durian,313.3,26.7,Low
'Pulau Pinang',Silty,Durian,152.1,27.7,Low
Sabah,Clay,Tomato,130.3,16.2,Medium
Sabah,Clay,Tomato,63.6,29.4,Low
Sabah,Clay,Tomato,196.0,24.7,Medium
Sabah,Clay,Lettuce,122.0,19.0,Low
Sabah,Clay,Lettuce,134.4,39.9,Low
Sabah,Clay,Lettuce,291.4,21.1,Low
Sabah,Clay,Chili,229.9,23.9,Medium
Sabah,Clay,Chili,229.9,35.2,Low
Sabah,Clay,Chili,246.9,4.6,High
Sabah,Clay,Corn,90.2,34.0,Low
Sabah,Clay,Corn,239.9,6.6,High
Sabah,Clay,Corn,86.6,38.8,Low
Sabah,Clay,Paddy,126.8,24.5,Medium
Sabah,Clay,Paddy,258.6,25.3,Low
Sabah,Clay,Paddy,288.3,29.6,Low
Sabah,Clay,Papaya,71.2,26.9,Low
Sabah,Clay,Papaya,183.3,20.0,Low
Sabah,Clay,Papaya,301.8,4.4,Medium
Sabah,Clay,Durian,171.6,32.8,Low
Sabah,Clay,Durian,268.4,19.0,Medium
Sabah,Clay,Durian,314.3,11.0,High
Sabah,Loam,Tomato,110.6,26.3,Low
Sabah,Loam,Tomato,152.1,13.8,Medium
Sabah,Loam,Tomato,175.4,4.0,High
Sabah,Loam,Lettuce,187.9,36.0,Low
Sabah,Loam,Lettuce,160.4,28.3,Low
Sabah,Loam,Lettuce,158.7,38.7,Low
Sabah,Loam,Chili,137.5,32.0,Low
Sabah,Loam,Chili,150.9,28.9,Low
Sabah,Loam,Chili,237.7,31.4,Low
Sabah,Loam,Corn,105.0,23.7,Medium
Sabah,Loam,Corn,301.8,27.0,Low
Sabah,Loam,Corn,267.4,30.9,Low
Sabah,Loam,Paddy,278.7,9.4,Medium
Sabah,Loam,Paddy,200.0,6.3,High
Sabah,Loam,Paddy,158.5,22.9,Medium
Sabah,Loam,Papaya,285.4,38.7,Low
Sabah,Loam,Papaya,148.6,14.3,Medium
Sabah,Loam,Papaya,316.0,6.3,Medium
Sabah,Loam,Durian,173.7,26.0,Low
Sabah,Loam,Durian,239.1,31.0,Low
Sabah,Loam,Durian,116.6,34.7,Low
Sabah,Sandy,Tomato,195.9,15.5,High
Sabah,Sandy,Tomato,182.6,16.4,High
Sabah,Sandy,Tomato,104.6,9.2,High
Sabah,Sandy,Lettuce,64.5,10.0,High
Sabah,Sandy,Lettuce,146.9,21.7,Medium
Sabah,Sandy,Lettuce,239.8,14.0,High
Sabah,Sandy,Chili,216.8,9.6,High
Sabah,Sandy,Chili,233.2,5.8,High
Sabah,Sandy,Chili,86.1,29.3,Medium
Sabah,Sandy,Corn,316.1,27.5,Medium
Sabah,Sandy,Corn,298.6,8.4,High
Sabah,Sandy,Corn,155.2,16.1,High
Sabah,Sandy,Paddy,97.2,17.3,High
Sabah,Sandy,Paddy,296.6,30.2,Medium
Sabah,Sandy,Paddy,305.4,32.5,Medium
Sabah,Sandy,Papaya,231.8,38.9,Low
Sabah,Sandy,Papaya,150.7,11.3,High
Sabah,Sandy,Papaya,291.3,12.1,High
Sabah,Sandy,Durian,103.4,39.7,High
Sabah,Sandy,Durian,67.4,11.3,High
Sabah,Sandy,Durian,254.6,11.1,High
Sabah,Silty,Tomato,305.0,19.3,Medium
Sabah,Silty,Tomato,287.2,8.4,Medium
Sabah,Silty,Tomato,143.1,38.7,Low
Sabah,Silty,Lettuce,300.1,20.9,Low
Sabah,Silty,Lettuce,182.9,23.6,Low
Sabah,Silty,Lettuce,339.5,10.1,Medium
Sabah,Silty,Chili,112.1,22.2,Medium
Sabah,Silty,Chili,171.9,24.3,Medium
Sabah,Silty,Chili,312.7,17.3,Medium
Sabah,Silty,Corn,133.2,32.5,Low
Sabah,Silty,Corn,161.9,32.7,Low
Sabah,Silty,Corn,180.8,16.5,Medium
Sabah,Silty,Paddy,319.1,11.7,Medium
Sabah,Silty,Paddy,211.3,5.9,High
Sabah,Silty,Paddy,254.1,14.9,Medium
Sabah,Silty,Papaya,291.7,29.0,Low
Sabah,Silty,Papaya,282.8,24.4,Low
Sabah,Silty,Papaya,87.1,36.9,Low
Sabah,Silty,Durian,335.9,29.2,Low
Sabah,Silty,Durian,209.9,6.9,High
Sabah,Silty,Durian,291.4,11.4,High
Sarawak,Clay,Tomato,157.5,29.0,Low
Sarawak,Clay,Tomato,333.4,33.4,Low
Sarawak,Clay,Tomato,122.7,13.0,Medium
Sarawak,Clay,Lettuce,294.3,20.0,Low
Sarawak,Clay,Lettuce,182.6,24.9,Low
Sarawak,Clay,Lettuce,78.1,39.8,Low
Sarawak,Clay,Chili,66.2,19.6,Medium
Sarawak,Clay,Chili,242.1,36.1,Low
Sarawak,Clay,Chili,193.5,29.1,Low
Sarawak,Clay,Corn,77.9,16.1,Medium
Sarawak,Clay,Corn,327.3,13.2,Medium
Sarawak,Clay,Corn,130.6,36.2,Low
Sarawak,Clay,Paddy,67.7,25.1,Medium
Sarawak,Clay,Paddy,180.6,31.3,Low
Sarawak,Clay,Paddy,97.3,17.7,High
Sarawak,Clay,Papaya,245.3,14.5,Medium
Sarawak,Clay,Papaya,255.2,14.3,Medium
Sarawak,Clay,Papaya,125.1,32.5,Low
Sarawak,Clay,Durian,202.2,18.1,Medium
Sarawak,Clay,Durian,274.6,39.3,Low
Sarawak,Clay,Durian,224.3,34.9,Low
Sarawak,Loam,Tomato,331.8,5.0,High
Sarawak,Loam,Tomato,271.3,24.7,Medium
Sarawak,Loam,Tomato,276.9,5.6,High
Sarawak,Loam,Lettuce,77.8,18.3,Medium
Sarawak,Loam,Lettuce,105.1,10.2,Medium
Sarawak,Loam,Lettuce,334.3,31.6,Low
Sarawak,Loam,Chili,337.1,33.9,Low
Sarawak,Loam,Chili,68.3,37.4,Low
Sarawak,Loam,Chili,264.0,15.3,Medium
Sarawak,Loam,Corn,86.4,17.9,Medium
Sarawak,Loam,Corn,256.3,28.4,Low
Sarawak,Loam,Corn,285.4,17.1,Medium
Sarawak,Loam,Paddy,192.8,34.3,Low
Sarawak,Loam,Paddy,111.2,14.5,High
Sarawak,Loam,Paddy,109.7,18.9,High
Sarawak,Loam,Papaya,130.6,6.4,Medium
Sarawak,Loam,Papaya,132.9,10.4,Medium
Sarawak,Loam,Papaya,158.3,26.9,Low
Sarawak,Loam,Durian,82.8,19.7,High
Sarawak,Loam,Durian,86.3,12.5,High
Sarawak,Loam,Durian,306.2,5.3,High
Sarawak,Sandy,Tomato,216.0,28.3,Medium
Sarawak,Sandy,Tomato,86.7,3.1,High
Sarawak,Sandy,Tomato,335.8,3.5,High
Sarawak,Sandy,Lettuce,151.5,14.3,High
Sarawak,Sandy,Lettuce,284.0,24.0,Medium
Sarawak,Sandy,Lettuce,165.0,5.6,High
Sarawak,Sandy,Chili,108.3,26.5,Medium
Sarawak,Sandy,Chili,199.5,22.8,High
Sarawak,Sandy,Chili,333.2,6.6,High
Sarawak,Sandy,Corn,251.3,8.7,High
Sarawak,Sandy,Corn,164.8,9.5,High
Sarawak,Sandy,Corn,183.4,34.3,Medium
Sarawak,Sandy,Paddy,276.2,21.8,High
Sarawak,Sandy,Paddy,288.0,19.5,High
Sarawak,Sandy,Paddy,234.2,37.6,Medium
Sarawak,Sandy,Papaya,308.7,32.4,Low
Sarawak,Sandy,Papaya,93.7,37.6,Medium
Sarawak,Sandy,Papaya,321.8,7.0,High
Sarawak,Sandy,Durian,251.2,24.8,High
Sarawak,Sandy,Durian,106.9,6.7,High
Sarawak,Sandy,Durian,114.1,8.7,High
Sarawak,Silty,Tomato,231.7,15.5,Medium
Sarawak,Silty,Tomato,187.3,27.4,Low
Sarawak,Silty,Tomato,292.9,32.0,Low
Sarawak,Silty,Lettuce,324.3,27.7,Low
Sarawak,Silty,Lettuce,78.3,12.1,Medium
Sarawak,Silty,Lettuce,99.6,38.5,Low
Sarawak,Silty,Chili,197.4,32.4,Low
Sarawak,Silty,Chili,71.6,5.2,High
Sarawak,Silty,Chili,335.1,20.8,Medium
Sarawak,Silty,Corn,296.2,27.4,Low
Sarawak,Silty,Corn,271.3,24.9,Medium
Sarawak,Silty,Corn,297.4,6.4,High
Sarawak,Silty,Paddy,243.3,36.7,Low
Sarawak,Silty,Paddy,217.6,29.0,Low
Sarawak,Silty,Paddy,206.1,31.0,Low
Sarawak,Silty,Papaya,240.1,13.5,Medium
Sarawak,Silty,Papaya,97.9,31.3,Low
Sarawak,Silty,Papaya,142.0,26.2,Low
Sarawak,Silty,Durian,173.2,17.0,Medium
Sarawak,Silty,Durian,197.3,21.2,Medium
Sarawak,Silty,Durian,150.0,20.9,Medium
Selangor,Clay,Tomato,168.9,21.4,Medium
Selangor,Clay,Tomato,280.2,13.6,Medium
Selangor,Clay,Tomato,251.5,5.0,High
Selangor,Clay,Lettuce,292.8,10.0,Medium
Selangor,Clay,Lettuce,85.0,36.0,Low
Selangor,Clay,Lettuce,269.4,24.1,Low
Selangor,Clay,Chili,108.5,14.6,High
Selangor,Clay,Chili,73.4,4.0,High
Selangor,Clay,Chili,330.7,17.2,Medium
Selangor,Clay,Corn,158.5,22.9,Medium
Selangor,Clay,Corn,290.6,28.3,Low
Selangor,Clay,Corn,181.5,21.8,Medium
Selangor,Clay,Paddy,297.8,21.8,Medium
Selangor,Clay,Paddy,250.7,4.7,High
Selangor,Clay,Paddy,120.1,19.9,Medium
Selangor,Clay,Papaya,112.0,11.2,Medium
Selangor,Clay,Papaya,149.7,29.4,Low
Selangor,Clay,Papaya,198.7,24.1,Low
Selangor,Clay,Durian,231.6,4.7,High
Selangor,Clay,Durian,166.8,36.3,Low
Selangor,Clay,Durian,92.6,13.7,High
Selangor,Loam,Tomato,313.2,27.4,Low
Selangor,Loam,Tomato,316.3,15.2,Medium
Selangor,Loam,Tomato,109.6,17.4,Medium
Selangor,Loam,Lettuce,123.9,37.0,Low
Selangor,Loam,Lettuce,172.5,8.8,Medium
Selangor,Loam,Lettuce,227.7,26.0,Low
Selangor,Loam,Chili,132.3,37.1,Low
Selangor,Loam,Chili,250.5,29.3,Low
Selangor,Loam,Chili,312.6,14.5,Medium
Selangor,Loam,Corn,323.3,27.2,Low
Selangor,Loam,Corn,315.8,18.1,Medium
Selangor,Loam,Corn,62.9,33.5,Low
Selangor,Loam,Paddy,165.6,34.2,Low
Selangor,Loam,Paddy,113.1,31.8,Low
Selangor,Loam,Paddy,131.0,3.4,High
Selangor,Loam,Papaya,253.9,4.5,Medium
Selangor,Loam,Papaya,274.8,7.8,Medium
Selangor,Loam,Papaya,253.1,5.6,Medium
Selangor,Loam,Durian,92.0,8.9,High
Selangor,Loam,Durian,281.5,5.5,High
Selangor,Loam,Durian,210.3,9.2,High
Selangor,Sandy,Tomato,267.2,38.3,Medium
Selangor,Sandy,Tomato,260.2,28.7,Medium
Selangor,Sandy,Tomato,139.7,13.6,High
Selangor,Sandy,Lettuce,299.5,12.7,High
Selangor,Sandy,Lettuce,273.1,17.6,Medium
Selangor,Sandy,Lettuce,308.0,10.5,High
Selangor,Sandy,Chili,84.2,34.3,Medium
Selangor,Sandy,Chili,116.2,22.2,High
Selangor,Sandy,Chili,70.0,20.7,High
Selangor,Sandy,Corn,91.2,4.4,High
Selangor,Sandy,Corn,168.7,6.1,High
Selangor,Sandy,Corn,254.2,5.5,High
Selangor,Sandy,Paddy,182.1,16.7,High
Selangor,Sandy,Paddy,266.7,19.4,High
Selangor,Sandy,Paddy,275.4,27.5,Medium
Selangor,Sandy,Papaya,201.0,39.1,Low
Selangor,Sandy,Papaya,275.2,29.8,Low
Selangor,Sandy,Papaya,72.3,3.5,High
Selangor,Sandy,Durian,102.8,34.8,High
Selangor,Sandy,Durian,130.2,9.5,High
Selangor,Sandy,Durian,189.4,36.4,Medium
Selangor,Silty,Tomato,75.8,17.1,Medium
Selangor,Silty,Tomato,325.1,21.7,Medium
Selangor,Silty,Tomato,123.1,26.2,Low
Selangor,Silty,Lettuce,154.0,29.7,Low
Selangor,Silty,Lettuce,67.1,19.3,Medium
Selangor,Silty,Lettuce,296.2,25.3,Low
Selangor,Silty,Chili,140.6,9.0,Medium
Selangor,Silty,Chili,213.2,14.7,Medium
Selangor,Silty,Chili,91.2,5.4,High
Selangor,Silty,Corn,205.1,3.6,High
Selangor,Silty,Corn,261.7,29.8,Low
Selangor,Silty,Corn,150.1,4.4,High
Selangor,Silty,Paddy,312.4,28.3,Low
Selangor,Silty,Paddy,61.7,3.1,High
Selangor,Silty,Paddy,76.4,17.3,High
Selangor,Silty,Papaya,218.7,34.7,Low
Selangor,Silty,Papaya,273.4,4.3,Medium
Selangor,Silty,Papaya,212.8,3.7,Medium
Selangor,Silty,Durian,290.7,20.6,Medium
Selangor,Silty,Durian,220.0,17.3,Medium
Selangor,Silty,Durian,252.0,17.3,Medium
Terengganu,Clay,Tomato,314.9,11.8,Medium
Terengganu,Clay,Tomato,197.4,12.3,Medium
Terengganu,Clay,Tomato,334.4,26.6,Low
Terengganu,Clay,Lettuce,194.2,36.2,Low
Terengganu,Clay,Lettuce,187.2,35.5,Low
Terengganu,Clay,Lettuce,122.7,13.6,Medium
Terengganu,Clay,Chili,264.7,38.6,Low
Terengganu,Clay,Chili,168.8,12.5,Medium
Terengganu,Clay,Chili,104.9,30.4,Low
Terengganu,Clay,Corn,180.9,14.1,Medium
Terengganu,Clay,Corn,71.9,18.2,Medium
Terengganu,Clay,Corn,306.3,34.5,Low
Terengganu,Clay,Paddy,336.5,7.6,High
Terengganu,Clay,Paddy,235.4,10.7,Medium
Terengganu,Clay,Paddy,173.6,35.7,Low
Terengganu,Clay,Papaya,189.0,19.7,Low
Terengganu,Clay,Papaya,326.7,20.2,Low
Terengganu,Clay,Papaya,154.6,27.6,Low
Terengganu,Clay,Durian,97.3,22.6,High
Terengganu,Clay,Durian,128.9,29.4,Low
Terengganu,Clay,Durian,219.1,38.1,Low
Terengganu,Loam,Tomato,264.2,32.0,Low
Terengganu,Loam,Tomato,161.8,20.1,Medium
Terengganu,Loam,Tomato,301.5,32.3,Low
Terengganu,Loam,Lettuce,164.9,14.4,Medium
Terengganu,Loam,Lettuce,170.0,20.4,Low
Terengganu,Loam,Lettuce,212.0,19.7,Low
Terengganu,Loam,Chili,313.3,38.4,Low
Terengganu,Loam,Chili,303.6,18.2,Medium
Terengganu,Loam,Chili,115.8,15.5,Medium
Terengganu,Loam,Corn,309.2,27.4,Low
Terengganu,Loam,Corn,322.4,19.0,Medium
Terengganu,Loam,Corn,324.1,3.9,High
Terengganu,Loam,Paddy,117.8,24.0,Medium
Terengganu,Loam,Paddy,108.3,39.4,Medium
Terengganu,Loam,Paddy,250.6,31.5,Low
Terengganu,Loam,Papaya,239.5,24.3,Low
Terengganu,Loam,Papaya,284.2,8.6,Medium
Terengganu,Loam,Papaya,148.6,12.1,Medium
Terengganu,Loam,Durian,266.8,31.2,Low
Terengganu,Loam,Durian,196.3,25.6,Low
Terengganu,Loam,Durian,273.7,22.6,Medium
